"","V1","V2","V3","V4"
"1",85.455,0,615.500151537178,69.2361791294888
"2",85.56,0,0,117.227210499205
"3",85.898,0,0,117.227210499205
"4",86.097,0,0,110.537564012449
"5",86.391,0,0,114.209405317246
"6",87.084,0,0,113.718555755321
"7",87.275,0,560.285429605941,72.1427182764757
"8",87.976,0,2640.25122146355,0
"9",88.04,0,1136.9826823933,34.4839072880658
"10",88.45,0,560.285429605941,72.1427182764757
"11",88.52,0,0,112.030984488177
"12",88.624,0,1136.9826823933,34.4839072880658
"13",89.301,0,0,117.227210499205
"14",92.248,0,0,117.227210499205
"15",92.368,5699.05030775576,0,0
"16",92.536,0,0,112.030984488177
"17",94.041,0,560.285429605941,72.1427182764757
"18",95.586,5699.05030775576,0,0
"19",97.667,5699.05030775576,0,0
"20",98.097,5699.05030775576,0,0
"21",99.056,0,2640.25122146355,0
"22",99.133,0,0,117.227210499205
"23",99.507,0,0,114.209405317246
"24",100.325,0,0,112.030984488177
"25",101.071,0,0,112.084709916984
"26",101.422,0,0,114.209405317246
"27",102.055,0,0,115.999501887317
"28",102.934,5699.05030775576,0,0
"29",104.053,0,0,115.573192431267
"30",105.368,0,0,117.227210499205
"31",105.91,0,560.285429605941,72.1427182764757
"32",106.459,0,0,117.227210499205
"33",106.711,0,0,117.227210499205
"34",107.049,5699.05030775576,0,0
"35",107.292,0,0,117.227210499205
"36",107.41,0,560.285429605941,72.1427182764757
"37",110.07,0,0,114.503143225796
"38",110.339,0,0,112.030984488177
"39",114.678,0,0,117.227210499205
"40",114.967,0,0,114.209405317246
"41",115.087,0,2640.25122146355,0
"42",115.244,5699.05030775576,0,0
"43",116.069,0,2640.25122146355,0
"44",116.759,0,0,117.227210499205
"45",117.782,5699.05030775576,0,0
"46",118.027,0,0,114.209405317246
"47",120.081,275.479578457837,1734.64073123799,0
"48",120.148,0,0,117.227210499205
"49",120.453,0,0,112.030984488177
"50",121.084,5699.05030775576,0,0
"51",121.565,0,560.285429605941,72.1427182764757
"52",122.286,0,560.285429605941,72.1427182764757
"53",123.523,0,0,117.227210499205
"54",123.851,0,0,114.209405317246
"55",127.085,0,0,117.227210499205
"56",127.418,0,0,114.209405317246
"57",128.071,337.280529382089,555.734844939103,64.4273927234508
"58",128.711,5699.05030775576,0,0
"59",129.099,0,0,113.796564133829
"60",129.1,0,0,113.796564133829
"61",129.582,0,0,117.227210499205
"62",130.082,0,0,115.306242321259
"63",131.118,0,1732.69701914365,0
"64",132.436,0,0,117.227210499205
"65",133.045,2927.67850723724,0,47.279324881275
"66",136.076,0,0,111.36177477563
"67",137.08,145.603319234054,0,107.998083098519
"68",138.055,0,0,116.10492841226
"69",139.611,0,0,117.227210499205
"70",141.288,0,0,117.227210499205
"71",141.935,0,0,114.209405317246
"72",143.106,0,0,114.352191564286
"73",144.076,0,0,117.227210499205
"74",145.108,0,0,117.227210499205
"75",146.199,5699.05030775576,0,0
"76",146.384,5699.05030775576,0,0
"77",147.113,0,0,116.365011359162
"78",147.238,0,0,114.209405317246
"79",148.076,5699.05030775576,0,0
"80",150.06,0,0,117.227210499205
"81",152.335,0,0,117.227210499205
"82",153.067,0,1914.7406448819,0
"83",153.186,0,0,117.227210499205
"84",153.246,0,0,117.227210499205
"85",153.542,0,0,117.227210499205
"86",154.584,0,0,112.030984488177
"87",155.082,0,0,115.877479722202
"88",156.066,0,0,114.209405317246
"89",156.691,5699.05030775576,0,0
"90",156.969,0,0,117.227210499205
"91",157.351,0,0,117.227210499205
"92",158.092,706.446242743794,1464.11717431396,0
"93",159.112,0,1136.9826823933,34.4839072880658
"94",159.212,0,2640.25122146355,0
"95",161.195,0,0,117.227210499205
"96",162.367,0,0,117.227210499205
"97",165.818,0,2640.25122146355,0
"98",169.134,0,0,117.227210499205
"99",171.077,292.581178801274,1331.7935841944,13.7678147387997
"100",171.336,0,560.285429605941,72.1427182764757
"101",173.092,0,0,115.577707288698
"102",173.238,0,0,117.227210499205
"103",174.096,0,0,116.521612390965
"104",175.119,469.415890702664,1153.58765247696,21.7200897982203
"105",175.285,0,0,112.030984488177
"106",177.743,0,0,114.209405317246
"107",181.096,0,0,115.338825471664
"108",183.076,0,0,116.528218797941
"109",184.061,0,0,116.228206688452
"110",184.492,0,0,117.227210499205
"111",185.164,0,1136.9826823933,34.4839072880658
"112",185.846,0,1136.9826823933,34.4839072880658
"113",186.124,1191.16018131802,1740.38644684801,0
"114",187.111,462.462861891034,393.406274042732,72.3554995828411
"115",187.666,5699.05030775576,0,0
"116",189.088,0,1675.51799529613,0
"117",189.178,0,0,117.227210499205
"118",191.085,0,0,115.862624755622
"119",192.435,2347.20772177543,0,60.5328555257174
"120",193.793,0,0,117.227210499205
"121",194.813,0,0,117.227210499205
"122",197.129,0,88.5171896368666,103.237962410618
"123",198.088,0,2640.25122146355,0
"124",199.071,0,0,115.289311844608
"125",201.088,0,0,115.792343490569
"126",201.922,0,2640.25122146355,0
"127",202.089,0,0,115.53083386696
"128",204.834,0,0,114.209405317246
"129",206.162,0,1136.9826823933,34.4839072880658
"130",207.82,0,560.285429605941,72.1427182764757
"131",213.094,966.150671494744,379.196348577694,62.2802111742902
"132",214.155,0,0,116.125425973369
"133",215.139,3449.71313818796,140.925714008901,23.2587847668781
"134",216.853,0,0,117.227210499205
"135",217.082,0,0,114.273648946514
"136",217.278,0,2640.25122146355,0
"137",218.241,0,2640.25122146355,0
"138",219.082,0,0,116.450304761826
"139",220.098,1837.20440374169,1469.17702530222,0
"140",221.754,0,0,117.227210499205
"141",222.095,5699.05030775576,0,0
"142",222.378,0,0,117.227210499205
"143",224.14,0,0,113.652536167714
"144",225.134,0,2640.25122146355,0
"145",225.846,5699.05030775576,0,0
"146",226.115,0,560.285429605941,72.1427182764757
"147",230.114,955.54405313998,1839.2981182353,0
"148",231.477,0,0,117.227210499205
"149",235.147,5699.05030775576,0,0
"150",241.083,480.132653563918,1604.23136007633,0
"151",241.979,0,0,117.227210499205
"152",242.153,0,0,114.825174940477
"153",243.135,2376.84134247204,1242.63739083455,0
"154",244.092,0,2640.25122146355,0
"155",245.077,0,1785.27050427632,0
"156",245.425,0,0,117.227210499205
"157",246.181,276.227685619788,1256.98196862778,19.1079414414874
"158",246.908,0,0,114.209405317246
"159",247.108,160.720687866342,142.567763537148,95.8253573856295
"160",248.112,5699.05030775576,0,0
"161",248.626,0,0,117.227210499205
"162",249.161,3766.13630845985,0,28.1353361726361
"163",254.115,0,0,117.227210499205
"164",254.978,0,2640.25122146355,0
"165",257.73,0,0,117.227210499205
"166",258.112,618.959997526048,1237.26750480813,12.7378386764848
"167",259.097,0,2640.25122146355,0
"168",260.197,0,0,116.271630632604
"169",260.981,0,2640.25122146355,0
"170",261.306,0,0,117.227210499205
"171",261.379,5699.05030775576,0,0
"172",262.086,788.332607336208,1909.49349792951,0
"173",265.119,454.092020875883,1179.76862901676,20.425197926457
"174",266.122,0,2640.25122146355,0
"175",267.118,218.461561382493,0,109.198442896508
"176",268.12,5699.05030775576,0,0
"177",270.109,0,0,116.556974773838
"178",272.124,0,0,116.369951437432
"179",272.712,0,560.285429605941,72.1427182764757
"180",275.104,0,1253.12004666929,27.9041908670334
"181",276.135,0,2640.25122146355,0
"182",277.158,0,0,117.227210499205
"183",280.434,0,1136.9826823933,34.4839072880658
"184",284.124,0,0,117.227210499205
"185",287.239,0,0,117.227210499205
"186",288.119,0,0,116.582814241793
"187",288.204,0,2640.25122146355,0
"188",289.163,0,1715.91651227967,0
"189",290.12,0,0,117.227210499205
"190",290.543,0,0,117.227210499205
"191",292.13,0,0,115.459961043168
"192",293.123,0,0,112.225882482466
"193",295.112,0,0,115.397988040099
"194",296.113,5699.05030775576,0,0
"195",297.154,0,2640.25122146355,0
"196",298.129,0,0,117.227210499205
"197",301.446,0,1136.9826823933,34.4839072880658
"198",310.67,0,2640.25122146355,0
"199",311.174,0,0,115.479822352698
"200",311.294,0,0,112.030984488177
"201",312.12,0,0,116.346744718953
"202",313.072,2336.95967151779,0,59.1891640815265
"203",315.979,0,0,117.227210499205
"204",322.128,0,0,117.227210499205
"205",325.122,0,0,117.227210499205
"206",326.125,0,0,117.227210499205
"207",326.207,0,0,114.209405317246
"208",330.109,0,0,115.830691031614
"209",331.103,0,2640.25122146355,0
"210",343.174,108.296902877243,954.907786018697,42.9219174889688
"211",348.122,0,0,116.344319163582
"212",349.759,0,0,114.209405317246
"213",352.232,0,0,114.209405317246
"214",353.144,5699.05030775576,0,0
"215",353.196,5699.05030775576,0,0
"216",354.168,664.906485465772,892.424967796609,34.6721003732485
"217",355.128,0,2640.25122146355,0
"218",356.64,0,1136.9826823933,34.4839072880658
"219",356.71,0,1136.9826823933,34.4839072880658
"220",358.271,0,0,117.227210499205
"221",358.598,0,0,117.227210499205
"222",359.154,5699.05030775576,0,0
"223",360.225,594.367906190355,1314.16938713417,8.27222986950208
"224",361.154,0,2640.25122146355,0
"225",365.185,5699.05030775576,0,0
"226",367.197,0,2640.25122146355,0
"227",370.245,0,0,116.09815589904
"228",370.348,0,0,117.227210499205
"229",371.228,0,0,116.225314803649
"230",372.163,0,1593.73033755461,6.03796294260938
"231",373.404,0,560.285429605941,72.1427182764757
"232",375.17,535.973127847487,1313.73442495274,9.59150834081589
"233",381.139,0,0,117.194014642203
"234",382.143,0,0,116.096680412733
"235",383.286,0,0,117.227210499205
"236",386.79,0,0,117.227210499205
"237",388.203,1311.37950411464,822.110827303803,25.1755084174546
"238",388.256,0,0,116.377064767873
"239",390.706,0,1136.9826823933,34.4839072880658
"240",391.161,0,533.763077735278,74.683243681436
"241",394.563,0,0,117.227210499205
"242",398.223,5699.05030775576,0,0
"243",398.716,0,790.966591586777,58.7704826005538
"244",399.172,0,0,116.027153103183
"245",400.319,0,0,117.227210499205
"246",401.149,0,0,116.405164668292
"247",402.16,0,0,117.227210499205
"248",403.164,656.462970985114,1451.79263141263,0
"249",405.214,0,0,114.996204696374
"250",406.16,0,0,117.227210499205
"251",410.257,0,0,117.227210499205
"252",411.231,0,0,114.209405317246
"253",413.87,0,0,112.030984488177
"254",416.226,5699.05030775576,0,0
"255",416.74,0,0,114.209405317246
"256",417.229,5699.05030775576,0,0
"257",418.105,0,2640.25122146355,0
"258",418.239,5699.05030775576,0,0
"259",419.159,0,0,116.140977188883
"260",421.177,0,2640.25122146355,0
"261",423.169,0,0,116.709952936422
"262",430.221,0,1782.1695744879,0
"263",430.72,5699.05030775576,0,0
"264",431.867,0,0,112.826108090787
"265",432.112,5699.05030775576,0,0
"266",436.184,0,0,117.227210499205
"267",441.092,0,560.285429605941,72.1427182764757
"268",442.653,0,2640.25122146355,0
"269",443.205,0,0,114.209405317246
"270",443.264,713.239980011017,1298.22511508773,6.81551819619447
"271",445.489,0,1136.9826823933,34.4839072880658
"272",445.626,0,0,117.227210499205
"273",447.179,0,0,117.227210499205
"274",448.081,0,0,117.227210499205
"275",453.178,5699.05030775576,0,0
"276",456.653,0,0,117.227210499205
"277",456.936,0,0,117.227210499205
"278",459.245,0,2640.25122146355,0
"279",462.175,0,1136.9826823933,34.4839072880658
"280",465.182,0,0,116.950894805333
"281",470.755,0,1136.9826823933,34.4839072880658
"282",473.344,0,2640.25122146355,0
"283",475.264,0,1796.23619498653,0
"284",476.253,0,1136.9826823933,34.4839072880658
"285",483.193,0,1790.96933054674,0
"286",486.266,5699.05030775576,0,0
"287",492.199,0,1136.9826823933,34.4839072880658
"288",493.176,0,0,116.844846135285
"289",500.435,0,0,117.227210499205
"290",500.991,5699.05030775576,0,0
"291",501.206,2611.64441293026,0,54.4951360099159
"292",507.261,765.076217841593,1176.01370656274,13.6945041331451
"293",508.249,0,2640.25122146355,0
"294",510.202,0,0,116.169739813865
"295",510.292,0,0,117.227210499205
"296",511.182,0,0,116.259027969924
"297",512.18,0,0,116.726093727343
"298",513.119,0,0,117.227210499205
"299",516.282,0,0,116.710580845854
"300",517.223,0,0,117.227210499205
"301",527.11,0,0,117.227210499205
"302",527.239,0,0,117.227210499205
"303",527.32,0,0,112.030984488177
"304",528.206,0,0,117.124605123018
"305",530.2,0,0,116.102781253677
"306",532.207,0,2640.25122146355,0
"307",534.555,0,560.285429605941,72.1427182764757
"308",545.528,0,0,112.030984488177
"309",549.621,0,0,117.227210499205
"310",550.293,0,2640.25122146355,0
"311",551.319,0,0,116.224195834047
"312",552.322,0,0,115.708939377728
"313",554.229,0,0,116.488428489195
"314",556.346,917.718810747367,1177.52320803379,10.3300141137215
"315",557.248,0,0,117.227210499205
"316",557.345,5699.05030775576,0,0
"317",561.978,0,0,112.030984488177
"318",564.204,0,0,117.227210499205
"319",567.794,0,2640.25122146355,0
"320",570.227,0,0,117.227210499205
"321",572.345,0,0,117.227210499205
"322",574.337,0,560.285429605941,72.1427182764757
"323",577.646,0,0,117.227210499205
"324",582.222,0,0,116.373125482645
"325",585.312,0,0,115.549138104247
"326",585.376,0,234.407808844741,94.0977221320401
"327",586.297,0,2640.25122146355,0
"328",590.19,0,1136.9826823933,34.4839072880658
"329",590.279,0,1136.9826823933,34.4839072880658
"330",593.425,0,0,117.227210499205
"331",597.371,5699.05030775576,0,0
"332",599.255,5699.05030775576,0,0
"333",600.798,5699.05030775576,0,0
"334",602.949,0,0,112.030984488177
"335",604.307,0,1756.73471168808,0
"336",605.968,0,0,117.227210499205
"337",613.488,0,0,112.030984488177
"338",614.227,0,1136.9826823933,34.4839072880658
"339",620.345,592.228668335097,1521.32647365389,0
"340",621.239,0,0,116.89984826051
"341",623.276,0,0,117.227210499205
"342",632.304,5699.05030775576,0,0
"343",633.325,2718.86475434339,1099.05593236913,0
"344",634.316,5699.05030775576,0,0
"345",639.237,0,0,116.354172809745
"346",650.307,5699.05030775576,0,0
"347",660.461,0,0,117.227210499205
"348",662.58,0,0,117.227210499205
"349",662.721,0,0,117.227210499205
"350",662.84,0,0,116.827808056354
"351",662.987,0,0,116.859015718372
"352",663.098,370.760398393384,612.384878827285,59.9174965296342
"353",663.22,0,1136.9826823933,34.4839072880658
"354",663.334,767.42003774749,457.390308460876,61.5764993335436
"355",663.342,767.42003774749,457.390308460876,61.5764993335436
"356",663.452,0,0,117.227210499205
"357",663.562,586.545943642718,756.869409401523,45.5337969890713
"358",663.672,800.933073979437,1452.13569707837,0
"359",663.744,0,0,117.227210499205
"360",663.842,0,1257.41731845659,28.1299333135774
"361",665.3,0,1136.9826823933,34.4839072880658
"362",666.671,0,0,114.209405317246
"363",666.782,0,0,114.209405317246
"364",667.378,0,2640.25122146355,0
"365",674.379,0,1136.9826823933,34.4839072880658
"366",675.334,0,2640.25122146355,0
"367",677.301,0,1136.9826823933,34.4839072880658
"368",682.363,0,0,116.276951098569
"369",683.356,0,0,117.227210499205
"370",685.39,713.544180251498,1254.93573381287,9.58087212416239
"371",688.765,0,560.285429605941,72.1427182764757
"372",690.653,0,0,117.227210499205
"373",692.269,0,0,117.160818785202
"374",695.781,0,0,112.030984488177
"375",710.281,0,0,116.463845856146
"376",711.459,0,0,117.227210499205
"377",731.386,0,2640.25122146355,0
"378",733.352,0,1913.42392877195,0
"379",742.204,0,560.285429605941,72.1427182764757
"380",744.067,0,1136.9826823933,34.4839072880658
"381",745.296,0,2640.25122146355,0
"382",749.39,676.550705841981,1022.54039698222,25.8643878731219
"383",750.391,0,2640.25122146355,0
"384",758.587,0,0,117.227210499205
"385",761.343,5699.05030775576,0,0
"386",762.345,5699.05030775576,0,0
"387",767.713,0,0,117.227210499205
"388",769.391,0,0,116.487707042477
"389",770.22,0,0,117.227210499205
"390",770.393,0,0,115.973884210262
"391",773.662,0,2640.25122146355,0
"392",777.377,0,0,117.227210499205
"393",779.369,0,560.285429605941,72.1427182764757
"394",791.441,0,0,117.227210499205
"395",796.42,411.847703230644,1387.59056074344,7.41908886655002
"396",802.689,0,0,117.227210499205
"397",803.797,0,0,114.209405317246
"398",806.349,0,1747.51769891844,0
"399",808.265,0,1136.9826823933,34.4839072880658
"400",813.455,1270.73763995665,1080.5584278831,8.98254404383457
"401",818.139,0,0,114.209405317246
"402",819.727,0,0,117.227210499205
"403",820.379,0,1796.23619498653,0
"404",821.366,0,2640.25122146355,0
"405",823.362,13.438212920193,1287.38444540436,23.0002767294395
"406",823.599,0,0,117.227210499205
"407",825.696,0,560.285429605941,72.1427182764757
"408",838.407,0,2640.25122146355,0
"409",839.754,0,0,112.030984488177
"410",843.815,0,0,117.227210499205
"411",845.571,0,0,112.030984488177
"412",848.437,0,2640.25122146355,0
"413",849.451,5699.05030775576,0,0
"414",849.85,0,0,112.030984488177
"415",859.44,0,2640.25122146355,0
"416",860.419,1434.37682975987,1638.28407638371,0
"417",861.431,0,2640.25122146355,0
"418",864.64,0,0,117.227210499205
"419",865.415,0,0,112.030984488177
"420",868.036,0,560.285429605941,72.1427182764757
"421",874.43,5699.05030775576,0,0
"422",875.435,5699.05030775576,0,0
"423",876.437,5699.05030775576,0,0
"424",877.456,1090.15380511398,794.575589814129,32.0052197469014
"425",878.446,0,2640.25122146355,0
"426",880.193,0,0,114.209405317246
"427",880.425,0,0,115.82841107507
"428",892.931,0,0,117.227210499205
"429",896.223,0,0,117.227210499205
"430",898.434,0,0,116.402524209581
"431",899.43,0,0,116.837706042298
"432",907.469,0,560.285429605941,72.1427182764757
"433",913.114,0,0,117.227210499205
"434",952.041,0,0,114.209405317246
"435",960.442,0,2640.25122146355,0
"436",961.455,0,2640.25122146355,0
"437",961.721,5699.05030775576,0,0
"438",969.472,0,0,116.391744835665
"439",970.481,0,0,116.040713337325
"440",978.908,0,0,117.227210499205
"441",980.357,0,560.285429605941,72.1427182764757
"442",983.383,0,1136.9826823933,34.4839072880658
"443",986.279,0,0,112.030984488177
"444",989.956,5699.05030775576,0,0
"445",993.167,0,0,114.209405317246
"446",1008.554,0,560.285429605941,72.1427182764757
"447",1009.78,0,1136.9826823933,34.4839072880658
"448",1021.549,0,0,114.209405317246
"449",1035.638,0,560.285429605941,72.1427182764757
"450",1037.485,5699.05030775576,0,0
"451",1038.485,5699.05030775576,0,0
"452",1046.931,0,0,117.227210499205
"453",1050.653,0,1136.9826823933,34.4839072880658
"454",1053.722,0,0,117.227210499205
"455",1058.003,5699.05030775576,0,0
"456",1062.631,0,0,117.227210499205
"457",1066.763,0,2640.25122146355,0
"458",1068.323,0,2640.25122146355,0
"459",1079.457,0,0,117.227210499205
"460",1080.478,0,0,117.139694148928
"461",1098.553,0,0,114.209405317246
"462",1099.755,0,2640.25122146355,0
"463",1106.028,0,2640.25122146355,0
"464",1106.861,0,1136.9826823933,34.4839072880658
"465",1116.503,0,560.285429605941,72.1427182764757
"466",1118.272,0,0,112.030984488177
"467",1121.67,0,0,117.227210499205
"468",1121.942,0,1136.9826823933,34.4839072880658
"469",1143.39,0,2640.25122146355,0
"470",1144.553,0,560.285429605941,72.1427182764757
"471",1154.554,0,0,112.030984488177
"472",1159.71,5699.05030775576,0,0
"473",1171.929,0,2640.25122146355,0
